,Unnamed: 0,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
3529,3529,2,0,5,23,0,2,1,1,0.72,0.697,0.79,0.0896,15,46,61
3530,3530,2,0,6,0,0,3,1,1,0.7,0.6667,0.79,0.1642,9,25,34
3531,3531,2,0,6,1,0,3,1,1,0.7,0.6667,0.84,0.2537,8,9,17
3532,3532,2,0,6,2,0,3,1,1,0.7,0.6667,0.79,0.1642,0,3,3
3533,3533,2,0,6,3,0,3,1,1,0.68,0.6364,0.89,0.194,0,6,6
3534,3534,2,0,6,4,0,3,1,2,0.68,0.6364,0.89,0.2239,0,4,4
3535,3535,2,0,6,5,0,3,1,2,0.66,0.5909,0.89,0.0896,2,19,21
3536,3536,2,0,6,6,0,3,1,2,0.68,0.6364,0.89,0.0896,7,121,128
3537,3537,2,0,6,7,0,3,1,2,0.7,0.6667,0.79,0.1642,19,265,284
3538,3538,2,0,6,8,0,3,1,2,0.72,0.697,0.79,0.194,37,417,454
3539,3539,2,0,6,9,0,3,1,2,0.74,0.7121,0.74,0.2239,34,173,207
3540,3540,2,0,6,10,0,3,1,2,0.76,0.7424,0.75,0.2537,31,84,115
3541,3541,2,0,6,11,0,3,1,2,0.82,0.803,0.59,0.2239,26,86,112
3542,3542,2,0,6,12,0,3,1,1,0.86,0.8333,0.53,0.0,32,137,169
3543,3543,2,0,6,13,0,3,1,1,0.9,0.8182,0.37,0.194,29,125,154
3544,3544,2,0,6,14,0,3,1,1,0.9,0.8182,0.37,0.2537,40,105,145
3545,3545,2,0,6,15,0,3,1,1,0.9,0.8333,0.39,0.2985,25,127,152
3546,3546,2,0,6,16,0,3,1,1,0.86,0.803,0.47,0.2985,39,227,266
3547,3547,2,0,6,17,0,3,1,1,0.86,0.803,0.47,0.2985,52,434,486
3548,3548,2,0,6,18,0,3,1,3,0.82,0.7879,0.56,0.3881,31,278,309
3549,3549,2,0,6,19,0,3,1,2,0.74,0.7121,0.79,0.1642,16,248,264
3550,3550,2,0,6,20,0,3,1,2,0.74,0.7121,0.79,0.2537,23,233,256
3551,3551,2,0,6,21,0,3,1,1,0.74,0.697,0.7,0.2836,29,161,190
3552,3552,2,0,6,22,0,3,1,1,0.74,0.697,0.66,0.1343,14,115,129
3553,3553,2,0,6,23,0,3,1,1,0.74,0.6667,0.51,0.1642,10,59,69
3554,3554,2,0,6,0,0,4,1,1,0.74,0.6515,0.4,0.3582,11,31,42
3555,3555,2,0,6,1,0,4,1,1,0.72,0.6515,0.38,0.1045,3,12,15
3556,3556,2,0,6,2,0,4,1,1,0.7,0.6364,0.39,0.0,0,6,6
3557,3557,2,0,6,3,0,4,1,1,0.66,0.6212,0.44,0.1045,0,4,4
3558,3558,2,0,6,4,0,4,1,1,0.66,0.6212,0.41,0.194,0,3,3
3559,3559,2,0,6,5,0,4,1,1,0.66,0.6212,0.39,0.2239,3,28,31
3560,3560,2,0,6,6,0,4,1,1,0.66,0.6212,0.39,0.1343,7,106,113
3561,3561,2,0,6,7,0,4,1,1,0.7,0.6364,0.34,0.2537,19,285,304
3562,3562,2,0,6,8,0,4,1,1,0.7,0.6364,0.32,0.2985,25,442,467
3563,3563,2,0,6,9,0,4,1,1,0.72,0.6364,0.26,0.3582,28,197,225
3564,3564,2,0,6,10,0,4,1,1,0.72,0.6515,0.28,0.4925,33,106,139
3565,3565,2,0,6,11,0,4,1,1,0.74,0.6515,0.28,0.3881,42,123,165
3566,3566,2,0,6,12,0,4,1,1,0.76,0.6667,0.25,0.4627,39,193,232
3567,3567,2,0,6,13,0,4,1,1,0.8,0.6818,0.24,0.3582,35,168,203
3568,3568,2,0,6,14,0,4,1,1,0.78,0.6667,0.24,0.3284,43,142,185
3569,3569,2,0,6,15,0,4,1,1,0.8,0.6818,0.21,0.3881,44,144,188
3570,3570,2,0,6,16,0,4,1,1,0.8,0.6818,0.22,0.4925,63,255,318
3571,3571,2,0,6,17,0,4,1,1,0.76,0.6515,0.2,0.5224,88,484,572
3572,3572,2,0,6,18,0,4,1,1,0.74,0.6515,0.22,0.3881,74,451,525
3573,3573,2,0,6,19,0,4,1,1,0.72,0.6364,0.23,0.2985,58,321,379
3574,3574,2,0,6,20,0,4,1,1,0.7,0.6364,0.24,0.194,51,286,337
3575,3575,2,0,6,21,0,4,1,1,0.66,0.6212,0.31,0.194,33,215,248
3576,3576,2,0,6,22,0,4,1,1,0.64,0.6212,0.33,0.2537,14,141,155
3577,3577,2,0,6,23,0,4,1,1,0.62,0.6212,0.35,0.2239,23,89,112
3578,3578,2,0,6,0,0,5,1,1,0.62,0.6212,0.38,0.2836,15,53,68
3579,3579,2,0,6,1,0,5,1,1,0.6,0.6212,0.38,0.3582,7,15,22
3580,3580,2,0,6,2,0,5,1,1,0.56,0.5303,0.43,0.2239,0,12,12
3581,3581,2,0,6,3,0,5,1,1,0.54,0.5152,0.49,0.2239,0,5,5
3582,3582,2,0,6,4,0,5,1,1,0.52,0.5,0.48,0.3284,1,5,6
3583,3583,2,0,6,5,0,5,1,1,0.52,0.5,0.48,0.3582,4,24,28
3584,3584,2,0,6,6,0,5,1,1,0.54,0.5152,0.45,0.2985,8,98,106
3585,3585,2,0,6,7,0,5,1,1,0.54,0.5152,0.45,0.2537,25,252,277
3586,3586,2,0,6,8,0,5,1,2,0.56,0.5303,0.43,0.3284,31,471,502
3587,3587,2,0,6,9,0,5,1,1,0.58,0.5455,0.4,0.1642,36,194,230
3588,3588,2,0,6,10,0,5,1,1,0.62,0.6212,0.33,0.2537,54,107,161
3589,3589,2,0,6,11,0,5,1,1,0.64,0.6212,0.31,0.3284,57,135,192
3590,3590,2,0,6,12,0,5,1,1,0.66,0.6212,0.27,0.2836,51,208,259
3591,3591,2,0,6,13,0,5,1,1,0.68,0.6212,0.26,0.2537,58,190,248
3592,3592,2,0,6,14,0,5,1,1,0.7,0.6364,0.28,0.2836,66,174,240
3593,3593,2,0,6,15,0,5,1,1,0.7,0.6364,0.28,0.2836,56,156,212
3594,3594,2,0,6,16,0,5,1,1,0.72,0.6364,0.26,0.3284,63,286,349
3595,3595,2,0,6,17,0,5,1,1,0.72,0.6364,0.25,0.2836,73,485,558
3596,3596,2,0,6,18,0,5,1,1,0.7,0.6364,0.24,0.2985,76,488,564
3597,3597,2,0,6,19,0,5,1,1,0.68,0.6212,0.26,0.2836,53,338,391
3598,3598,2,0,6,20,0,5,1,1,0.64,0.6212,0.29,0.1642,57,236,293
3599,3599,2,0,6,21,0,5,1,1,0.64,0.6212,0.29,0.1045,51,196,247
3600,3600,2,0,6,22,0,5,1,1,0.62,0.6212,0.35,0.0,26,145,171
3601,3601,2,0,6,23,0,5,1,1,0.58,0.5455,0.46,0.1045,30,141,171
3602,3602,2,0,6,0,0,6,0,1,0.56,0.5303,0.52,0.0,24,69,93
3603,3603,2,0,6,1,0,6,0,1,0.54,0.5152,0.64,0.1045,14,80,94
3604,3604,2,0,6,2,0,6,0,1,0.54,0.5152,0.56,0.194,18,41,59
3605,3605,2,0,6,3,0,6,0,1,0.52,0.5,0.59,0.1045,8,10,18
3606,3606,2,0,6,4,0,6,0,1,0.52,0.5,0.59,0.0896,4,11,15
3607,3607,2,0,6,5,0,6,0,1,0.5,0.4848,0.64,0.0,3,5,8
3608,3608,2,0,6,6,0,6,0,1,0.54,0.5152,0.6,0.0,11,17,28
3609,3609,2,0,6,7,0,6,0,1,0.56,0.5303,0.56,0.0,27,60,87
3610,3610,2,0,6,8,0,6,0,1,0.6,0.6212,0.46,0.0896,29,96,125
3611,3611,2,0,6,9,0,6,0,1,0.62,0.6212,0.43,0.1343,55,169,224
3612,3612,2,0,6,10,0,6,0,1,0.64,0.6212,0.38,0.1045,115,202,317
3613,3613,2,0,6,11,0,6,0,1,0.66,0.6212,0.36,0.1343,120,249,369
3614,3614,2,0,6,12,0,6,0,1,0.7,0.6364,0.32,0.1642,150,270,420
3615,3615,2,0,6,13,0,6,0,1,0.74,0.6515,0.28,0.1343,188,268,456
3616,3616,2,0,6,14,0,6,0,1,0.74,0.6515,0.33,0.2239,193,258,451
3617,3617,2,0,6,15,0,6,0,2,0.74,0.6515,0.27,0.4179,180,224,404
3618,3618,2,0,6,16,0,6,0,2,0.72,0.6515,0.3,0.1343,168,272,440
3619,3619,2,0,6,17,0,6,0,2,0.72,0.6515,0.34,0.2537,142,202,344
3620,3620,2,0,6,18,0,6,0,2,0.74,0.6515,0.3,0.1642,127,214,341
3621,3621,2,0,6,19,0,6,0,2,0.7,0.6364,0.39,0.0896,79,206,285
3622,3622,2,0,6,20,0,6,0,2,0.7,0.6515,0.48,0.0896,90,149,239
3623,3623,2,0,6,21,0,6,0,2,0.66,0.6212,0.47,0.1045,46,139,185
3624,3624,2,0,6,22,0,6,0,1,0.64,0.6212,0.57,0.2239,49,141,190
3625,3625,2,0,6,23,0,6,0,2,0.64,0.6212,0.57,0.0,29,121,150
3626,3626,2,0,6,0,0,0,0,1,0.64,0.6212,0.57,0.0896,23,90,113
3627,3627,2,0,6,1,0,0,0,2,0.64,0.6212,0.61,0.1642,26,70,96
3628,3628,2,0,6,2,0,0,0,2,0.64,0.6212,0.61,0.1642,16,48,64
3629,3629,2,0,6,3,0,0,0,2,0.62,0.6061,0.65,0.1642,22,25,47
3630,3630,2,0,6,4,0,0,0,2,0.62,0.6061,0.65,0.1642,4,8,12
3631,3631,2,0,6,5,0,0,0,2,0.62,0.6061,0.61,0.1343,1,5,6
3632,3632,2,0,6,6,0,0,0,2,0.62,0.6061,0.61,0.1045,10,11,21
3633,3633,2,0,6,7,0,0,0,2,0.6,0.5909,0.73,0.2537,8,19,27
3634,3634,2,0,6,8,0,0,0,2,0.6,0.5909,0.73,0.2537,24,74,98
3635,3635,2,0,6,9,0,0,0,2,0.6,0.5758,0.78,0.194,53,111,164
3636,3636,2,0,6,10,0,0,0,2,0.62,0.5909,0.73,0.0896,83,168,251
3637,3637,2,0,6,11,0,0,0,2,0.64,0.6061,0.69,0.1045,121,214,335
3638,3638,2,0,6,12,0,0,0,2,0.64,0.6061,0.69,0.1045,123,212,335
3639,3639,2,0,6,13,0,0,0,1,0.66,0.6212,0.65,0.1045,154,213,367
3640,3640,2,0,6,14,0,0,0,1,0.7,0.6515,0.58,0.1642,161,224,385
3641,3641,2,0,6,15,0,0,0,1,0.7,0.6515,0.54,0.0,161,256,417
3642,3642,2,0,6,16,0,0,0,1,0.72,0.6667,0.51,0.0896,138,260,398
3643,3643,2,0,6,17,0,0,0,1,0.74,0.6667,0.51,0.0,126,264,390
3644,3644,2,0,6,18,0,0,0,1,0.7,0.6515,0.58,0.1045,124,239,363
3645,3645,2,0,6,19,0,0,0,1,0.68,0.6364,0.65,0.1642,108,249,357
3646,3646,2,0,6,20,0,0,0,1,0.66,0.6212,0.69,0.194,84,195,279
3647,3647,2,0,6,21,0,0,0,1,0.64,0.6061,0.73,0.1642,54,111,165
3648,3648,2,0,6,22,0,0,0,1,0.64,0.5909,0.78,0.2239,36,94,130
3649,3649,2,0,6,23,0,0,0,1,0.62,0.5909,0.78,0.1343,25,61,86
3650,3650,2,0,6,0,0,1,1,1,0.62,0.5909,0.78,0.1343,11,18,29
3651,3651,2,0,6,1,0,1,1,1,0.6,0.5606,0.83,0.1343,9,5,14
3652,3652,2,0,6,2,0,1,1,1,0.58,0.5455,0.88,0.1045,4,4,8
3653,3653,2,0,6,3,0,1,1,1,0.58,0.5455,0.88,0.0,2,3,5
3654,3654,2,0,6,4,0,1,1,1,0.56,0.5303,0.94,0.1045,4,4,8
3655,3655,2,0,6,5,0,1,1,1,0.56,0.5303,0.88,0.0896,7,24,31
3656,3656,2,0,6,6,0,1,1,1,0.58,0.5455,0.88,0.0,11,101,112
3657,3657,2,0,6,7,0,1,1,1,0.62,0.5909,0.78,0.1045,18,281,299
3658,3658,2,0,6,8,0,1,1,1,0.64,0.6061,0.73,0.0896,28,410,438
3659,3659,2,0,6,9,0,1,1,1,0.7,0.6515,0.58,0.1642,26,162,188
3660,3660,2,0,6,10,0,1,1,1,0.72,0.6667,0.51,0.2239,31,64,95
3661,3661,2,0,6,11,0,1,1,1,0.74,0.6667,0.42,0.1343,39,72,111
3662,3662,2,0,6,12,0,1,1,1,0.76,0.6667,0.37,0.1642,25,128,153
3663,3663,2,0,6,13,0,1,1,1,0.78,0.6818,0.35,0.0,28,152,180
3664,3664,2,0,6,14,0,1,1,1,0.78,0.6818,0.31,0.1343,46,99,145
3665,3665,2,0,6,15,0,1,1,1,0.8,0.697,0.29,0.194,38,127,165
3666,3666,2,0,6,16,0,1,1,1,0.76,0.6667,0.33,0.1343,34,233,267
3667,3667,2,0,6,17,0,1,1,1,0.78,0.6818,0.33,0.2836,63,516,579
3668,3668,2,0,6,18,0,1,1,1,0.76,0.6667,0.31,0.1343,56,500,556
3669,3669,2,0,6,19,0,1,1,1,0.72,0.6667,0.54,0.194,64,343,407
3670,3670,2,0,6,20,0,1,1,1,0.68,0.6364,0.61,0.1343,59,277,336
3671,3671,2,0,6,21,0,1,1,1,0.66,0.6212,0.57,0.0896,29,160,189
3672,3672,2,0,6,22,0,1,1,1,0.66,0.6212,0.61,0.0896,36,137,173
3673,3673,2,0,6,23,0,1,1,1,0.64,0.6061,0.69,0.0896,5,55,60
3674,3674,2,0,6,0,0,2,1,1,0.64,0.6061,0.65,0.0896,5,15,20
3675,3675,2,0,6,1,0,2,1,1,0.62,0.6061,0.69,0.1343,2,2,4
3676,3676,2,0,6,2,0,2,1,1,0.6,0.5909,0.73,0.0896,3,2,5
3677,3677,2,0,6,3,0,2,1,1,0.6,0.5909,0.73,0.0896,1,1,2
3678,3678,2,0,6,4,0,2,1,1,0.58,0.5455,0.83,0.1343,2,3,5
3679,3679,2,0,6,5,0,2,1,1,0.58,0.5455,0.88,0.1642,2,30,32
3680,3680,2,0,6,6,0,2,1,1,0.6,0.5758,0.78,0.1343,10,116,126
3681,3681,2,0,6,7,0,2,1,2,0.64,0.6061,0.69,0.194,23,311,334
3682,3682,2,0,6,8,0,2,1,2,0.68,0.6364,0.61,0.1343,45,432,477
3683,3683,2,0,6,9,0,2,1,2,0.72,0.6667,0.58,0.2239,27,190,217
3684,3684,2,0,6,10,0,2,1,2,0.76,0.6818,0.48,0.194,37,86,123
3685,3685,2,0,6,11,0,2,1,2,0.76,0.697,0.52,0.2537,38,113,151
3686,3686,2,0,6,12,0,2,1,2,0.8,0.7273,0.46,0.2836,42,141,183
3687,3687,2,0,6,13,0,2,1,2,0.8,0.7273,0.43,0.2537,55,141,196
3688,3688,2,0,6,14,0,2,1,2,0.8,0.7273,0.43,0.2836,34,112,146
3689,3689,2,0,6,15,0,2,1,2,0.82,0.7424,0.41,0.3284,56,127,183
3690,3690,2,0,6,16,0,2,1,1,0.8,0.7121,0.38,0.2239,55,253,308
3691,3691,2,0,6,17,0,2,1,1,0.8,0.7273,0.43,0.2537,64,475,539
3692,3692,2,0,6,18,0,2,1,1,0.78,0.697,0.46,0.2836,72,479,551
3693,3693,2,0,6,19,0,2,1,1,0.76,0.6818,0.48,0.2537,69,355,424
3694,3694,2,0,6,20,0,2,1,1,0.74,0.6818,0.56,0.1343,45,301,346
3695,3695,2,0,6,21,0,2,1,1,0.72,0.6818,0.7,0.1343,31,187,218
3696,3696,2,0,6,22,0,2,1,1,0.7,0.6515,0.65,0.1343,27,126,153
3697,3697,2,0,6,23,0,2,1,1,0.68,0.6364,0.79,0.1045,18,72,90
3698,3698,2,0,6,0,0,3,1,1,0.66,0.5909,0.89,0.1343,12,29,41
3699,3699,2,0,6,1,0,3,1,1,0.66,0.6061,0.78,0.0,3,20,23
3700,3700,2,0,6,2,0,3,1,1,0.64,0.5758,0.89,0.0896,0,7,7
3701,3701,2,0,6,3,0,3,1,1,0.64,0.5758,0.89,0.0896,2,1,3
3702,3702,2,0,6,4,0,3,1,1,0.62,0.5758,0.83,0.0,0,6,6
3703,3703,2,0,6,5,0,3,1,1,0.62,0.5606,0.88,0.0,0,21,21
3704,3704,2,0,6,6,0,3,1,1,0.64,0.5758,0.89,0.1343,13,103,116
3705,3705,2,0,6,7,0,3,1,1,0.66,0.6212,0.74,0.1045,24,329,353
3706,3706,2,0,6,8,0,3,1,1,0.76,0.7121,0.58,0.1642,46,435,481
3707,3707,2,0,6,9,0,3,1,1,0.76,0.7121,0.58,0.1642,34,168,202
3708,3708,2,0,6,10,0,3,1,1,0.82,0.7424,0.43,0.2239,27,63,90
3709,3709,2,0,6,11,0,3,1,1,0.84,0.7576,0.41,0.194,28,106,134
3710,3710,2,0,6,12,0,3,1,1,0.88,0.8182,0.42,0.1343,15,134,149
3711,3711,2,0,6,13,0,3,1,1,0.9,0.8485,0.42,0.0,20,116,136
3712,3712,2,0,6,14,0,3,1,1,0.92,0.8788,0.4,0.2537,44,111,155
3713,3713,2,0,6,15,0,3,1,1,0.92,0.8788,0.4,0.1642,28,100,128
3714,3714,2,0,6,16,0,3,1,1,0.92,0.8788,0.4,0.2239,34,199,233
3715,3715,2,0,6,17,0,3,1,1,0.92,0.8485,0.35,0.2239,80,426,506
3716,3716,2,0,6,18,0,3,1,1,0.9,0.8182,0.37,0.2239,61,398,459
3717,3717,2,0,6,19,0,3,1,1,0.82,0.803,0.59,0.1343,61,323,384
3718,3718,2,0,6,20,0,3,1,1,0.8,0.7879,0.63,0.1343,55,225,280
3719,3719,2,0,6,21,0,3,1,1,0.8,0.803,0.66,0.1343,34,168,202
3720,3720,2,0,6,22,0,3,1,1,0.76,0.7424,0.75,0.1642,37,139,176
3721,3721,2,0,6,23,0,3,1,1,0.76,0.7424,0.75,0.194,18,98,116
3722,3722,2,0,6,0,0,4,1,2,0.74,0.7121,0.79,0.1343,7,40,47
3723,3723,2,0,6,1,0,4,1,1,0.74,0.7121,0.79,0.1045,3,13,16
3724,3724,2,0,6,2,0,4,1,2,0.72,0.7121,0.84,0.1642,0,6,6
3725,3725,2,0,6,3,0,4,1,2,0.72,0.7121,0.84,0.1045,0,2,2
3726,3726,2,0,6,4,0,4,1,2,0.72,0.697,0.79,0.0896,2,4,6
3727,3727,2,0,6,5,0,4,1,2,0.7,0.6667,0.84,0.0,1,19,20
3728,3728,2,0,6,6,0,4,1,2,0.72,0.7121,0.84,0.0896,13,105,118
3729,3729,2,0,6,7,0,4,1,2,0.72,0.697,0.79,0.1343,31,283,314
3730,3730,2,0,6,8,0,4,1,2,0.76,0.7273,0.7,0.1045,32,400,432
3731,3731,2,0,6,9,0,4,1,1,0.84,0.7879,0.49,0.0,20,148,168
3732,3732,2,0,6,10,0,4,1,1,0.86,0.8182,0.5,0.2836,20,74,94
3733,3733,2,0,6,11,0,4,1,1,0.9,0.8485,0.42,0.2239,36,82,118
3734,3734,2,0,6,12,0,4,1,1,0.92,0.8485,0.35,0.194,40,100,140
3735,3735,2,0,6,13,0,4,1,1,0.9,0.8182,0.37,0.0896,18,118,136
3736,3736,2,0,6,14,0,4,1,1,0.92,0.8788,0.4,0.194,25,93,118
3737,3737,2,0,6,15,0,4,1,1,0.94,0.8333,0.31,0.1642,18,86,104
3738,3738,2,0,6,16,0,4,1,1,0.92,0.8333,0.33,0.1343,30,170,200
3739,3739,2,0,6,17,0,4,1,1,0.9,0.8182,0.37,0.2537,54,355,409
3740,3740,2,0,6,18,0,4,1,1,0.88,0.803,0.39,0.2836,52,414,466
3741,3741,2,0,6,19,0,4,1,2,0.84,0.7424,0.39,0.3284,55,271,326
3742,3742,2,0,6,20,0,4,1,2,0.8,0.7273,0.43,0.194,40,214,254
3743,3743,2,0,6,21,0,4,1,3,0.76,0.697,0.52,0.0,29,142,171
3744,3744,2,0,6,22,0,4,1,2,0.74,0.6818,0.58,0.1642,22,131,153
3745,3745,2,0,6,23,0,4,1,2,0.74,0.697,0.57,0.1642,15,82,97
3746,3746,2,0,6,0,0,5,1,3,0.7,0.6515,0.65,0.2239,8,61,69
3747,3747,2,0,6,1,0,5,1,3,0.7,0.6515,0.65,0.2239,5,18,23
3748,3748,2,0,6,2,0,5,1,1,0.68,0.6364,0.69,0.1642,6,7,13
3749,3749,2,0,6,3,0,5,1,1,0.68,0.6364,0.69,0.1642,3,3,6
3750,3750,2,0,6,4,0,5,1,1,0.66,0.6061,0.78,0.1642,0,4,4
3751,3751,2,0,6,5,0,5,1,1,0.66,0.6061,0.78,0.1642,0,28,28
3752,3752,2,0,6,6,0,5,1,1,0.66,0.6061,0.78,0.0896,10,94,104
3753,3753,2,0,6,7,0,5,1,1,0.72,0.6818,0.66,0.1045,25,242,267
3754,3754,2,0,6,8,0,5,1,1,0.74,0.6818,0.58,0.1343,29,423,452
3755,3755,2,0,6,9,0,5,1,1,0.76,0.697,0.55,0.0,37,176,213
3756,3756,2,0,6,10,0,5,1,1,0.78,0.7121,0.52,0.0,23,88,111
3757,3757,2,0,6,11,0,5,1,1,0.82,0.7576,0.46,0.0,46,107,153
3758,3758,2,0,6,12,0,5,1,1,0.84,0.7576,0.44,0.1343,40,167,207
3759,3759,2,0,6,13,0,5,1,1,0.84,0.7576,0.44,0.1045,40,149,189
3760,3760,2,0,6,14,0,5,1,1,0.86,0.7727,0.39,0.0,44,121,165
3761,3761,2,0,6,15,0,5,1,1,0.84,0.7576,0.44,0.1045,49,163,212
3762,3762,2,0,6,16,0,5,1,1,0.82,0.7879,0.56,0.2985,46,239,285
3763,3763,2,0,6,17,0,5,1,1,0.82,0.7727,0.52,0.2239,63,454,517
3764,3764,2,0,6,18,0,5,1,1,0.8,0.7727,0.59,0.2239,96,367,463
3765,3765,2,0,6,19,0,5,1,1,0.78,0.7424,0.59,0.194,61,245,306
3766,3766,2,0,6,20,0,5,1,1,0.76,0.7121,0.62,0.1045,53,197,250
3767,3767,2,0,6,21,0,5,1,1,0.76,0.7273,0.66,0.1343,55,163,218
3768,3768,2,0,6,22,0,5,1,1,0.72,0.697,0.74,0.2537,40,145,185
3769,3769,2,0,6,23,0,5,1,1,0.72,0.697,0.74,0.1642,36,110,146
3770,3770,2,0,6,0,0,6,0,1,0.7,0.6667,0.79,0.1343,28,89,117
3771,3771,2,0,6,1,0,6,0,1,0.7,0.6667,0.79,0.0896,10,67,77
3772,3772,2,0,6,2,0,6,0,1,0.7,0.6667,0.79,0.1045,10,50,60
3773,3773,2,0,6,3,0,6,0,1,0.68,0.6364,0.83,0.0896,10,18,28
3774,3774,2,0,6,4,0,6,0,1,0.68,0.6364,0.79,0.0896,4,9,13
3775,3775,2,0,6,5,0,6,0,1,0.68,0.6364,0.74,0.1343,4,12,16
3776,3776,2,0,6,6,0,6,0,1,0.7,0.6515,0.61,0.1343,9,31,40
3777,3777,2,0,6,7,0,6,0,1,0.72,0.6667,0.58,0.194,18,50,68
3778,3778,2,0,6,8,0,6,0,1,0.74,0.6818,0.58,0.194,32,111,143
3779,3779,2,0,6,9,0,6,0,1,0.74,0.6818,0.62,0.1343,59,171,230
3780,3780,2,0,6,10,0,6,0,1,0.74,0.6818,0.58,0.1642,91,173,264
3781,3781,2,0,6,11,0,6,0,1,0.76,0.7121,0.62,0.1343,110,215,325
3782,3782,2,0,6,12,0,6,0,1,0.8,0.7576,0.55,0.2239,112,235,347
3783,3783,2,0,6,13,0,6,0,1,0.8,0.7576,0.55,0.194,150,237,387
3784,3784,2,0,6,14,0,6,0,1,0.82,0.7727,0.49,0.1045,148,232,380
3785,3785,2,0,6,15,0,6,0,1,0.82,0.7727,0.49,0.1045,142,232,374
3786,3786,2,0,6,16,0,6,0,2,0.8,0.7273,0.46,0.194,169,225,394
3787,3787,2,0,6,17,0,6,0,2,0.74,0.6818,0.58,0.1642,147,190,337
3788,3788,2,0,6,18,0,6,0,2,0.72,0.6818,0.62,0.1343,131,155,286
3789,3789,2,0,6,19,0,6,0,1,0.7,0.6515,0.65,0.194,97,167,264
3790,3790,2,0,6,20,0,6,0,1,0.68,0.6364,0.74,0.2537,95,180,275
3791,3791,2,0,6,21,0,6,0,1,0.66,0.6212,0.74,0.2239,76,144,220
3792,3792,2,0,6,22,0,6,0,1,0.66,0.6061,0.78,0.2239,53,137,190
3793,3793,2,0,6,23,0,6,0,1,0.66,0.6212,0.74,0.1045,24,107,131
3794,3794,2,0,6,0,0,0,0,1,0.66,0.6061,0.78,0.2239,19,100,119
3795,3795,2,0,6,1,0,0,0,1,0.64,0.5758,0.83,0.1045,19,74,93
3796,3796,2,0,6,2,0,0,0,1,0.64,0.5758,0.89,0.2537,9,57,66
3797,3797,2,0,6,3,0,0,0,1,0.64,0.5758,0.89,0.2836,8,20,28
3798,3798,2,0,6,4,0,0,0,1,0.62,0.5606,0.88,0.1642,8,6,14
3799,3799,2,0,6,5,0,0,0,1,0.62,0.5606,0.88,0.2239,5,5,10
3800,3800,2,0,6,6,0,0,0,1,0.62,0.5606,0.88,0.1045,5,9,14
3801,3801,2,0,6,7,0,0,0,1,0.64,0.5909,0.78,0.1045,7,27,34
3802,3802,2,0,6,8,0,0,0,1,0.7,0.6667,0.74,0.0,28,64,92
3803,3803,2,0,6,9,0,0,0,1,0.72,0.6818,0.66,0.0,75,107,182
3804,3804,2,0,6,10,0,0,0,1,0.76,0.7121,0.58,0.0896,120,191,311
3805,3805,2,0,6,11,0,0,0,1,0.78,0.7273,0.55,0.1045,131,236,367
3806,3806,2,0,6,12,0,0,0,1,0.82,0.7576,0.46,0.0,176,244,420
3807,3807,2,0,6,13,0,0,0,1,0.78,0.7424,0.59,0.2836,109,264,373
3808,3808,2,0,6,14,0,0,0,1,0.82,0.7879,0.56,0.2537,96,219,315
3809,3809,2,0,6,15,0,0,0,1,0.8,0.7727,0.59,0.2985,142,218,360
3810,3810,2,0,6,16,0,0,0,3,0.68,0.6364,0.83,0.2836,115,235,350
3811,3811,2,0,6,17,0,0,0,3,0.68,0.6364,0.83,0.2836,94,158,252
3812,3812,2,0,6,18,0,0,0,1,0.7,0.6667,0.74,0.1642,69,187,256
3813,3813,2,0,6,19,0,0,0,1,0.7,0.6667,0.74,0.1045,67,156,223
3814,3814,2,0,6,20,0,0,0,1,0.66,0.6061,0.83,0.1642,62,144,206
3815,3815,2,0,6,21,0,0,0,1,0.66,0.6061,0.83,0.1045,39,101,140
3816,3816,2,0,6,22,0,0,0,1,0.64,0.5758,0.83,0.1343,31,97,128
3817,3817,2,0,6,23,0,0,0,1,0.64,0.5909,0.78,0.194,33,74,107
3818,3818,2,0,6,0,0,1,1,1,0.64,0.5909,0.78,0.1343,8,20,28
3819,3819,2,0,6,1,0,1,1,1,0.64,0.6061,0.73,0.2239,6,10,16
3820,3820,2,0,6,2,0,1,1,1,0.62,0.5909,0.73,0.2836,2,8,10
3821,3821,2,0,6,3,0,1,1,1,0.6,0.6061,0.6,0.4925,1,6,7
3822,3822,2,0,6,4,0,1,1,1,0.56,0.5303,0.64,0.2985,1,3,4
3823,3823,2,0,6,5,0,1,1,1,0.54,0.5152,0.64,0.3881,2,27,29
3824,3824,2,0,6,6,0,1,1,1,0.54,0.5152,0.64,0.4179,7,98,105
3825,3825,2,0,6,7,0,1,1,1,0.56,0.5303,0.56,0.3582,26,302,328
3826,3826,2,0,6,8,0,1,1,1,0.58,0.5455,0.49,0.4478,44,432,476
3827,3827,2,0,6,9,0,1,1,1,0.62,0.6212,0.46,0.3582,35,189,224
3828,3828,2,0,6,10,0,1,1,1,0.64,0.6212,0.41,0.3284,38,80,118
3829,3829,2,0,6,11,0,1,1,1,0.66,0.6212,0.41,0.2985,53,106,159
3830,3830,2,0,6,12,0,1,1,1,0.66,0.6212,0.41,0.2836,35,161,196
3831,3831,2,0,6,13,0,1,1,1,0.7,0.6364,0.37,0.0,53,174,227
3832,3832,2,0,6,14,0,1,1,1,0.7,0.6364,0.34,0.2537,55,145,200
